"date";"close";"volume";"return";"returnUS";"liquidity"
1986-01-02;"9,6250360881E-10";"0,0033635406525";NA;NA;NA
1986-01-03;"9,9081251069E-10";"0,016924791091";"2,9411735833";"2,2632919136";NA
1986-01-06;"1,0474303819E-9";"0,010786547905";"5,7142870766";"5,0226982827";NA
1986-01-07;"1,0191214125E-9";"0,0175590513";"-2,702706534";"-3,2452564977";NA
1986-01-08;"1,0417686015E-9";"0,011167464408";"2,2222267846";"1,5615106373";NA
1986-01-09;"1,0757392838E-9";"0,021579750168";"3,2608663962";"2,5977232177";NA
1986-01-10;"1,0191214125E-9";"0,0034084606719";"-5,2631592157";"-5,8676787101";NA
1986-01-13;"9,9647429107E-10";"0,0028271471956";"-2,2222201618";"-2,8421879689";NA
1986-01-14;"1,0191214125E-9";"0,0082075677496";"2,2727251177";"1,7198995765";NA
1986-01-15;"1,0530921623E-9";"0,01862281996";"3,3333368656";"2,6857689531";NA
1986-01-16;"1,0530921623E-9";"0,0055447417321";"0";"-0,7111111112";NA
1986-01-17;"1,0361068211E-9";"0,0080947967585";"-1,6129016753";"-2,2213024601";NA
1986-01-20;"1,0191214125E-9";"0,0025102969849";"-1,6393491745";"-2,2438483455";NA
1986-01-21;"9,9760663364E-10";"0,0031541699262";"-2,1111104784";"-2,7938577461";NA
1986-01-22;"1,0191214125E-9";"0,0071433611897";"2,1566395213";"1,4490610656";NA
1986-01-23;"9,8515073031E-10";"0,0018316104913";"-3,3333302428";"-3,9982772403";NA
1986-01-24;"9,6250360881E-10";"0,0022612863688";"-2,2988483697";"-2,9663199438";NA
1986-01-27;"9,5117998056E-10";"0,0011563772481";"-1,1764764455";"-1,9302151843";NA
1986-01-28;"9,2853285906E-10";"0,0052627412934";"-2,3809501846";"-3,1198664575";NA
1986-01-29;"9,0022395718E-10";"0,0060664732838";"-3,0487776068";"-3,7771256882";NA
1986-01-30;"8,8890039643E-10";"0,0042920913844";"-1,2578604092";"-1,9941315412";NA
1986-01-31;"8,9456217681E-10";"0,0040788768416";"0,63694204637";"-0,1079037418";NA
1986-02-03;"1,0417686015E-9";"0,023479855866";"16,455695152";"15,50581183";NA
1986-02-04;"9,9647429107E-10";"0,0054813781912";"-4,3478283405";"-5,1217132244";NA
1986-02-05;"9,5117998056E-10";"0,021870793928";"-4,5454570085";"-5,3115448333";NA
1986-02-06;"1,0077978518E-9";"0,029225037065";"5,9523825574";"5,1088126325";NA
1986-02-07;"1,0077978518E-9";"0,010392557672";"0";"-0,86819258077";NA
1986-02-10;NA;NA;NA;NA;NA
1986-02-11;NA;NA;NA;NA;NA
1986-02-12;NA;NA;NA;NA;NA
1986-02-13;"9,8513939136E-10";"0,00038305658631";"-2,2483140257";"-3,8420915146";NA
1986-02-14;"9,8515073031E-10";"0,0029362912126";"0,0011509993783";"-0,84566398191";NA
1986-02-17;"1,0304450408E-9";"0,015742035725";"4,5977035907";"3,9574728113";NA
1986-02-18;"1,0870628445E-9";"0,019378215281";"5,494500096";"4,8527084604";NA
1986-02-19;"1,0757392838E-9";"0,051091040201";"-1,0416656964";"-1,6400532055";NA
1986-02-20;"1,0395038489E-9";"0,021523267785";"-3,368421647";"-3,9492275274";NA
1986-02-21;"1,0417686015E-9";"0,015226044248";"0,2178686158";"-0,38089385544";NA
1986-02-24;"1,0191214125E-9";"0,0062689205273";"-2,1739174097";"-2,8270589105";NA
1986-02-25;"9,6250360881E-10";"0,0028616977081";"-5,5555504046";"-6,1819321632";NA
1986-02-26;"9,7495951214E-10";"0,0086537479196";"1,2941149742";"0,62673061493";NA
1986-02-27;"9,0588573756E-10";"0,011410981289";"-7,0847839033";"-7,6929562269";NA
1986-02-28;NA;NA;NA;NA;NA
1986-03-03;NA;NA;NA;NA;NA
1986-03-04;"1,0757392838E-9";"0,045903869898";"18,74999674";"17,977777253";NA
1986-03-05;"1,0191214125E-9";"0,032430951808";"-5,2631592157";"-5,2631592157";NA
1986-03-06;"9,9647429107E-10";"0,011501552513";"-2,2222201618";"-2,2222201618";NA
1986-03-07;"9,6250360881E-10";"0,020385549186";"-3,4090876765";"-3,4090876765";NA
1986-03-10;"1,0304450408E-9";"0,0095991287599";"7,058823612";"7,058823612";NA
1986-03-11;"1,0757506227E-9";"0,0052020394263";"4,3967004704";"4,3967004704";NA
1986-03-12;"1,132357155E-9";"0,018028694434";"5,2620496892";"5,2620496894";NA
1986-03-13;"1,2455928975E-9";"0,017034290594";"10,000002384";"10,000002384";NA
1986-03-14;"1,2455928975E-9";"0,018004169459";"0";"0";NA
1986-03-17;"1,35882864E-9";"0,038183177467";"9,0909110613";"9,0909110613";NA
1986-03-18;"1,4720642476E-9";"0,039125578344";"8,333325055";"8,333325055";NA
1986-03-19;"1,4720642476E-9";"0,05706037984";"0";"0";NA
1986-03-20;"1,5852999901E-9";"0,023066184357";"7,6923098084";"7,6923098082";NA
1986-03-21;"1,6532414896E-9";"0,060096871093";"4,2857187864";"4,2857187866";NA
1986-03-24;"1,7551535364E-9";"0,038554952207";"6,1643775218";"6,1643775218";NA
1986-03-25;"1,8117714751E-9";"0,027005257717";"3,2258111654";"3,2258111654";NA
1986-03-26;"1,7551535364E-9";"0,12144380226";"-3,1250044238";"-3,1250044238";NA
1986-03-27;NA;NA;NA;NA;NA
1986-03-28;NA;NA;NA;NA;NA
1986-03-31;"1,7551535364E-9";"0,038607495229";"0";"0";NA
1986-04-01;"1,6985357326E-9";"0,026627060772";"-3,2258034745";"-3,2258034745";NA
1986-04-02;"1,7551535364E-9";"0,061674975553";"3,3333301544";"3,3333301544";NA
1986-04-03;"1,7438299756E-9";"0,021986698422";"-0,64516069497";"-0,64516069497";NA
1986-04-04;"1,9476543391E-9";"0,086325863254";"11,688316312";"11,688316312";"2,7311332324"
1986-04-07;"2,0382428251E-9";"0,031564962573";"4,6511582777";"4,6511582777";"2,8056886375"
1986-04-08;"2,1061843246E-9";"0,078830136595";"3,3333368656";"3,3333368654";"2,8905559457"
1986-04-09;"2,0608900816E-9";"0,04408792709";"-2,1505355671";"-2,1505355669";"2,8909484047"
1986-04-10;"2,0608900816E-9";"0,0413123295";"0";"0";"2,9113256903"
1986-04-11;"2,0948607639E-9";"0,061981403324";"1,6483500289";"1,6483500289";"2,9846947756"
1986-04-14;"2,0722136424E-9";"0,030397560513";"-1,0810800361";"-1,0810800362";"3,0634726726"
1986-04-15;"2,0382428251E-9";"0,031445609766";"-1,6393491745";"-1,6393491745";"3,0328889168"
1986-04-16;"1,9250072176E-9";"0,14487850832";"-5,5555504046";"-5,5555504046";"3,1926832803"
1986-04-17;"1,9250072176E-9";"0,02701828772";"0";"0";"3,1881799764"
1986-04-18;"1,9816250214E-9";"0,027049112765";"2,9411735833";"2,9411735833";"3,1798215649"
1986-04-21;NA;NA;NA;NA;NA
1986-04-22;"1,9419925587E-9";"0,018365537674";"-1,9999980927";"-1,9999980927";"3,1180200892"
1986-04-23;"1,9250072176E-9";"0,038003809651";"-0,87463471746";"-0,87463471746";"3,1198494707"
1986-04-24;"1,9816250214E-9";"0,01798227215";"2,9411735833";"2,9411735833";"3,0804264643"
1986-04-25;"2,3213321139E-9";"0,045893732174";"17,142854418";"17,142854418";"3,1668153597"
1986-04-28;"2,2647143101E-9";"0,034201371031";"-2,4390221209";"-2,439022121";"3,1198233975"
1986-04-29;"2,2647143101E-9";"0,048790893866";"0";"0";"3,188470857"
1986-04-30;"2,4345679914E-9";"0,074800940011";"7,5000047686";"7,5000047684";"3,3475015208"
1986-05-01;NA;NA;NA;NA;NA
1986-05-02;"2,6044214027E-9";"0,043756245063";"6,9767372232";"6,9767372232";"3,4145046437"
1986-05-05;"2,4911857952E-9";"0,024529310534";"-4,3478220307";"-4,3478220307";"3,4322492073"
1986-05-06;"2,2647143101E-9";"0,032238390156";"-9,0909110614";"-9,0909110613";"3,4638709477"
1986-05-07;"2,3213321139E-9";"0,018800408374";"2,4999976158";"2,4999976158";"3,4743831722"
1986-05-08;"2,4005970392E-9";"0,08111339602";"3,4146309694";"3,4146309694";"3,5277186191"
1986-05-09;"2,4911857952E-9";"0,015175900894";"3,7735927568";"3,7735927568";NA
1986-05-12;"2,2646010556E-9";"0,010152362722";"-9,0954572699";"-9,09545727";NA
1986-05-13;"2,1514785676E-9";"0,024141660811";"-4,9952501664";"-4,9952501663";NA
1986-05-14;"2,1514785676E-9";"0,02592933496";"0";"0";NA
1986-05-15;"2,0382428251E-9";"0,016240362316";"-5,2631592157";"-5,2631592157";NA
1986-05-16;"2,0029634398E-9";"0,011549526303";"-1,7308725407";"-1,7308725407";NA
1986-05-19;"1,9726153581E-9";"0,0092095829578";"-1,515159041";"-1,5151590411";NA
1986-05-20;"1,9119195566E-9";"0,019622449224";"-3,0769202554";"-3,0769202553";NA
1986-05-21;"1,6691361697E-9";"0,023170731779";"-12,698410145";"-12,698410145";NA
1986-05-22;"1,7450059215E-9";"0,089344557988";"4,545450112";"4,5454501122";NA
1986-05-23;"2,1243550428E-9";"0,073055163658";"21,739130886";"21,739130885";NA
1986-05-26;NA;NA;NA;NA;NA
1986-05-27;"2,2305728763E-9";"0,14083548192";"5,0000038318";"5,0000038318";NA
1986-05-28;"2,3519644794E-9";"0,13275795584";"5,4421715746";"5,4421715748";NA
1986-05-29;"2,4885302137E-9";"0,21838170175";"5,8064539449";"5,8064539449";NA
1986-05-30;"2,6554438487E-9";"0,24058302526";"6,707318004";"6,707318004";NA
1986-06-02;"2,4733562633E-9";"0,070045604265";"-6,8571431297";"-6,8571431297";NA
1986-06-03;"2,625095948E-9";"0,25451368805";"6,1349708058";"6,1349708058";NA
1986-06-04;"2,6857917495E-9";"0,086687410173";"2,3121364979";"2,3121364977";NA
1986-06-05;"2,7009656998E-9";"0,12071508058";"0,56497121859";"0,56497121877";NA
1986-06-06;"2,8375314341E-9";"0,058709484365";"5,0561817317";"5,0561817317";NA
1986-06-09;"2,8830532853E-9";"0,13325928305";"1,604276541";"1,604276541";"9,4672804391"
1986-06-10;"2,8375314341E-9";"0,11207860866";"-1,5789458826";"-1,5789458826";"9,5133104659"
1986-06-11;"2,913401186E-9";"0,087672970907";"2,6737942348";"2,6737942348";"9,6544252448"
1986-06-12;"2,8830532853E-9";"0,076362886848";"-1,0416656965";"-1,0416656964";"10,111291026"
1986-06-13;"2,7313136006E-9";"0,078802688318";"-5,2631592158";"-5,2631592158";"10,467519252"
1986-06-16;"2,8070317686E-9";"0,060933737785";"2,7722253475";"2,7722253475";"11,648896034"
1986-06-17;"2,7313136006E-9";"0,1228941864";"-2,6974460639";"-2,697446064";"11,735974416"
1986-06-18;"2,5947480472E-9";"0,096023785301";"-4,9999953641";"-4,9999953641";"11,729420745"
1986-06-19;"2,503704164E-9";"0,083050968835";"-3,5087754766";"-3,5087754766";"12,067585313"
1986-06-20;"2,7311620167E-9";"0,079814642191";"9,0848533902";"9,0848533902";"12,457152999"
1986-06-23;"2,7768356326E-9";"0,07444624441";"1,6723144099";"1,6723144101";"13,179016377"
1986-06-24;"2,8071835334E-9";"0,14805672696";"1,0928951069";"1,0928951069";"13,176710582"
1986-06-25;"2,9589232181E-9";"0,32106835045";"5,4054066246";"5,4054066246";"13,452950087"
1986-06-26;"2,9589232181E-9";"0,23061328999";"0";"0";"13,609182033"
1986-06-27;"3,03479297E-9";"0,078188145225";"2,564100056";"2,564100056";"13,688428796"
